snapshot_id,client_id,snapshot_date,aum_value,target_allocation_equity,target_allocation_bonds,target_allocation_cash,actual_allocation_equity,actual_allocation_bonds,actual_allocation_cash,drift_pct,goal_progress_pct,ytd_return,benchmark_return,risk_score
PS2214,C0123,2026-05-05,228117.11,0.75,0.2,0.05,0.803,0.147,0.05,5.3,76.6,0.1315,0.0135,5.9
PS2215,C0124,2024-12-11,3637013.81,0.55,0.35,0.1,0.651,0.249,0.1,10.1,54.5,0.0318,0.0223,7.3
PS2216,C0124,2025-01-10,3580991.86,0.55,0.35,0.1,0.659,0.241,0.1,10.9,47.3,0.1612,-0.0327,7.3
PS2217,C0124,2025-02-09,3597945.21,0.55,0.35,0.1,0.494,0.406,0.1,5.6,51.2,0.1019,0.0198,7.3
PS2218,C0124,2025-03-11,3696323.28,0.55,0.35,0.1,0.378,0.522,0.1,17.2,52.0,0.0488,0.0153,7.3
PS2219,C0124,2025-04-10,3557781.18,0.55,0.35,0.1,0.478,0.422,0.1,7.2,49.9,-0.0908,-0.0226,7.3
PS2220,C0124,2025-05-10,3676425.92,0.55,0.35,0.1,0.555,0.345,0.1,0.5,59.1,0.0118,0.0352,7.3
PS2221,C0124,2025-06-09,3666474.75,0.55,0.35,0.1,0.559,0.341,0.1,0.9,54.7,0.1503,0.0079,7.3
PS2222,C0124,2025-07-09,3515947.53,0.55,0.35,0.1,0.547,0.353,0.1,0.3,59.7,0.079,-0.0104,7.3
PS2223,C0124,2025-08-08,3683697.08,0.55,0.35,0.1,0.6,0.3,0.1,5.0,64.1,-0.0355,-0.0022,7.3
PS2224,C0124,2025-09-07,3709385.92,0.55,0.35,0.1,0.58,0.32,0.1,3.0,56.7,0.0052,0.0097,7.3
PS2225,C0124,2025-10-07,3856142.41,0.55,0.35,0.1,0.559,0.341,0.1,0.9,66.4,0.0161,0.0029,7.3
PS2226,C0124,2025-11-06,3950278.27,0.55,0.35,0.1,0.339,0.561,0.1,21.1,73.4,0.1244,0.0296,7.3
PS2227,C0124,2025-12-06,3989663.25,0.55,0.35,0.1,0.553,0.347,0.1,0.3,66.4,0.0462,0.0232,7.3
PS2228,C0124,2026-01-05,4143659.79,0.55,0.35,0.1,0.606,0.294,0.1,5.6,70.9,0.0067,-0.0009,7.3
PS2229,C0124,2026-02-04,4219528.13,0.55,0.35,0.1,0.533,0.367,0.1,1.7,78.3,0.096,-0.0346,7.3
PS2230,C0124,2026-03-06,4174885.38,0.55,0.35,0.1,0.488,0.412,0.1,6.2,71.6,-0.0217,-0.0157,7.3
PS2231,C0124,2026-04-05,4088786.41,0.55,0.35,0.1,0.564,0.336,0.1,1.4,70.9,0.0218,0.0492,7.3
PS2232,C0124,2026-05-05,4020099.38,0.55,0.35,0.1,0.581,0.319,0.1,3.1,78.9,0.018,-0.0062,7.3
PS2233,C0125,2024-12-11,75078.41,0.55,0.35,0.1,0.55,0.35,0.1,0.0,48.1,-0.0164,-0.0163,7.0
PS2234,C0125,2025-01-10,75382.93,0.55,0.35,0.1,0.497,0.403,0.1,5.3,52.3,0.0658,0.0098,7.0
PS2235,C0125,2025-02-09,76784.97,0.55,0.35,0.1,0.456,0.444,0.1,9.4,52.5,0.0608,-0.0078,7.0
PS2236,C0125,2025-03-11,75388.23,0.55,0.35,0.1,0.465,0.435,0.1,8.5,47.3,0.0911,0.0057,7.0
PS2237,C0125,2025-04-10,78929.62,0.55,0.35,0.1,0.661,0.239,0.1,11.1,57.4,0.0419,-0.0141,7.0
PS2238,C0125,2025-05-10,81048.28,0.55,0.35,0.1,0.469,0.431,0.1,8.1,64.2,0.1279,0.0092,7.0
PS2239,C0125,2025-06-09,84900.26,0.55,0.35,0.1,0.541,0.359,0.1,0.9,54.2,-0.0421,-0.0209,7.0
PS2240,C0125,2025-07-09,86901.52,0.55,0.35,0.1,0.518,0.382,0.1,3.2,58.3,-0.1327,-0.0239,7.0
PS2241,C0125,2025-08-08,81407.05,0.55,0.35,0.1,0.481,0.419,0.1,6.9,58.4,0.0595,0.0237,7.0
PS2242,C0125,2025-09-07,84904.24,0.55,0.35,0.1,0.472,0.428,0.1,7.8,59.2,0.0777,-0.0026,7.0
PS2243,C0125,2025-10-07,86715.27,0.55,0.35,0.1,0.45,0.45,0.1,10.0,65.3,0.0406,0.0147,7.0
PS2244,C0125,2025-11-06,88403.68,0.55,0.35,0.1,0.457,0.443,0.1,9.3,70.6,0.1776,0.0234,7.0
PS2245,C0125,2025-12-06,90295.03,0.55,0.35,0.1,0.578,0.322,0.1,2.8,69.1,0.0871,0.0178,7.0
PS2246,C0125,2026-01-05,86995.38,0.55,0.35,0.1,0.609,0.291,0.1,5.9,74.8,0.0635,0.0322,7.0
PS2247,C0125,2026-02-04,94564.89,0.55,0.35,0.1,0.557,0.343,0.1,0.7,73.5,-0.1357,0.0057,7.0
PS2248,C0125,2026-03-06,94739.9,0.55,0.35,0.1,0.612,0.288,0.1,6.2,69.1,0.1319,0.0045,7.0
PS2249,C0125,2026-04-05,97321.56,0.55,0.35,0.1,0.609,0.291,0.1,5.9,75.3,0.1312,0.0177,7.0
PS2250,C0125,2026-05-05,92606.97,0.55,0.35,0.1,0.577,0.323,0.1,2.7,80.4,0.0822,-0.0195,7.0
PS2251,C0126,2024-12-11,21504242.85,0.55,0.35,0.1,0.477,0.423,0.1,7.3,44.7,0.1057,0.0042,6.3
PS2252,C0126,2025-01-10,19735154.23,0.55,0.35,0.1,0.565,0.335,0.1,1.5,50.8,0.0175,-0.0483,6.3
PS2253,C0126,2025-02-09,19284048.78,0.55,0.35,0.1,0.576,0.324,0.1,2.6,48.7,0.0353,0.0297,6.3
PS2254,C0126,2025-03-11,18224758.92,0.55,0.35,0.1,0.525,0.375,0.1,2.5,55.2,0.0401,0.0427,6.3
PS2255,C0126,2025-04-10,19387366.42,0.55,0.35,0.1,0.542,0.358,0.1,0.8,53.7,0.0658,-0.037,6.3
PS2256,C0126,2025-05-10,18200156.01,0.55,0.35,0.1,0.4,0.5,0.1,15.0,61.2,-0.039,-0.0223,6.3
PS2257,C0126,2025-06-09,18715832.21,0.55,0.35,0.1,0.58,0.32,0.1,3.0,54.2,0.1652,-0.0242,6.3
PS2258,C0126,2025-07-09,17965747.47,0.55,0.35,0.1,0.512,0.388,0.1,3.8,63.2,-0.0844,0.0341,6.3
PS2259,C0126,2025-08-08,17759140.69,0.55,0.35,0.1,0.596,0.304,0.1,4.6,60.7,0.0611,0.0222,6.3
PS2260,C0126,2025-09-07,17396430.07,0.55,0.35,0.1,0.474,0.426,0.1,7.6,70.8,-0.0218,0.0246,6.3
PS2261,C0126,2025-10-07,16724036.28,0.55,0.35,0.1,0.46,0.44,0.1,9.0,63.2,0.0042,0.0317,6.3
PS2262,C0126,2025-11-06,16190448.93,0.55,0.35,0.1,0.524,0.376,0.1,2.6,77.9,-0.0125,0.0157,6.3
PS2263,C0126,2025-12-06,15904302.66,0.55,0.35,0.1,0.588,0.312,0.1,3.8,69.8,0.1053,-0.0035,6.3
PS2264,C0126,2026-01-05,16940784.18,0.55,0.35,0.1,0.635,0.265,0.1,8.5,77.3,0.0807,-0.0086,6.3
PS2265,C0126,2026-02-04,15875589.87,0.55,0.35,0.1,0.441,0.459,0.1,10.9,69.2,0.0299,-0.0017,6.3
PS2266,C0126,2026-03-06,15769858.46,0.55,0.35,0.1,0.577,0.323,0.1,2.7,74.5,-0.049,0.0274,6.3
PS2267,C0126,2026-04-05,15675994.03,0.55,0.35,0.1,0.545,0.355,0.1,0.5,74.0,0.0014,-0.0006,6.3
PS2268,C0126,2026-05-05,15579683.98,0.55,0.35,0.1,0.578,0.322,0.1,2.8,82.6,0.0328,0.0151,6.3
PS2269,C0127,2024-12-11,144947.88,0.55,0.35,0.1,0.591,0.309,0.1,4.1,53.1,0.1365,-0.0157,3.2
PS2270,C0127,2025-01-10,146488.69,0.55,0.35,0.1,0.659,0.241,0.1,10.9,54.1,-0.0702,0.0189,3.2
PS2271,C0127,2025-02-09,148410.56,0.55,0.35,0.1,0.633,0.267,0.1,8.3,48.1,0.0635,-0.0465,3.2
PS2272,C0127,2025-03-11,140434.9,0.55,0.35,0.1,0.58,0.32,0.1,3.0,56.1,-0.0022,0.0309,3.2
PS2273,C0127,2025-04-10,138276.06,0.55,0.35,0.1,0.487,0.413,0.1,6.3,54.7,0.0206,-0.0227,3.2
PS2274,C0127,2025-05-10,133063.53,0.55,0.35,0.1,0.52,0.38,0.1,3.0,50.4,0.1417,0.0076,3.2
PS2275,C0127,2025-06-09,132820.42,0.55,0.35,0.1,0.545,0.355,0.1,0.5,60.9,0.1407,-0.0183,3.2
PS2276,C0127,2025-07-09,131422.93,0.55,0.35,0.1,0.549,0.351,0.1,0.1,55.9,-0.0441,0.0174,3.2
PS2277,C0127,2025-08-08,132784.18,0.55,0.35,0.1,0.569,0.331,0.1,1.9,58.3,0.0525,0.0015,3.2
PS2278,C0127,2025-09-07,136144.44,0.55,0.35,0.1,0.499,0.401,0.1,5.1,67.7,0.0503,0.0266,3.2
PS2279,C0127,2025-10-07,126952.72,0.55,0.35,0.1,0.625,0.275,0.1,7.5,63.8,0.1294,0.0483,3.2
PS2280,C0127,2025-11-06,135845.42,0.55,0.35,0.1,0.556,0.344,0.1,0.6,72.8,0.132,0.0157,3.2
PS2281,C0127,2025-12-06,137694.7,0.55,0.35,0.1,0.638,0.262,0.1,8.8,73.6,-0.0185,-0.02,3.2
PS2282,C0127,2026-01-05,143009.55,0.55,0.35,0.1,0.588,0.312,0.1,3.8,72.4,0.1481,0.0049,3.2
PS2283,C0127,2026-02-04,153204.68,0.55,0.35,0.1,0.578,0.322,0.1,2.8,74.9,0.098,-0.0102,3.2
PS2284,C0127,2026-03-06,151313.8,0.55,0.35,0.1,0.523,0.377,0.1,2.7,71.6,0.1293,0.0041,3.2
PS2285,C0127,2026-04-05,148851.27,0.55,0.35,0.1,0.544,0.356,0.1,0.6,78.8,-0.0039,0.0397,3.2
PS2286,C0127,2026-05-05,150071.98,0.55,0.35,0.1,0.543,0.357,0.1,0.7,77.3,0.0408,0.0048,3.2
PS2287,C0128,2024-12-11,2463358.72,0.55,0.35,0.1,0.549,0.351,0.1,0.1,47.7,0.0592,0.0571,6.3
PS2288,C0128,2025-01-10,2428425.74,0.55,0.35,0.1,0.614,0.286,0.1,6.4,55.4,0.0256,0.0535,6.3
PS2289,C0128,2025-02-09,2399125.59,0.55,0.35,0.1,0.593,0.307,0.1,4.3,43.5,0.0132,-0.0001,6.3
PS2290,C0128,2025-03-11,2428760.96,0.55,0.35,0.1,0.524,0.376,0.1,2.6,52.3,0.0262,0.0095,6.3
PS2291,C0128,2025-04-10,2461765.94,0.55,0.35,0.1,0.536,0.364,0.1,1.4,56.3,0.1518,0.0234,6.3
PS2292,C0128,2025-05-10,2420538.78,0.55,0.35,0.1,0.479,0.421,0.1,7.1,55.9,0.0045,-0.0627,6.3
PS2293,C0128,2025-06-09,2424473.84,0.55,0.35,0.1,0.561,0.339,0.1,1.1,58.1,0.0591,-0.0172,6.3
PS2294,C0128,2025-07-09,2623753.36,0.55,0.35,0.1,0.559,0.341,0.1,0.9,65.0,0.0643,0.0054,6.3
PS2295,C0128,2025-08-08,2605651.29,0.55,0.35,0.1,0.591,0.309,0.1,4.1,58.8,-0.0431,-0.0426,6.3
PS2296,C0128,2025-09-07,2608572.01,0.55,0.35,0.1,0.591,0.309,0.1,4.1,63.9,0.1053,0.037,6.3
PS2297,C0128,2025-10-07,2520338.24,0.55,0.35,0.1,0.616,0.284,0.1,6.6,67.0,-0.0276,0.0269,6.3
PS2298,C0128,2025-11-06,2668669.39,0.55,0.35,0.1,0.539,0.361,0.1,1.1,71.7,0.1956,0.0222,6.3
PS2299,C0128,2025-12-06,2766751.78,0.55,0.35,0.1,0.619,0.281,0.1,6.9,67.2,0.0769,-0.0179,6.3
PS2300,C0128,2026-01-05,2803567.29,0.55,0.35,0.1,0.535,0.365,0.1,1.5,71.9,0.0606,-0.0315,6.3
PS2301,C0128,2026-02-04,2733122.72,0.55,0.35,0.1,0.61,0.29,0.1,6.0,80.0,0.0232,-0.0045,6.3
PS2302,C0128,2026-03-06,2803966.69,0.55,0.35,0.1,0.615,0.285,0.1,6.5,71.0,0.0732,-0.0428,6.3
PS2303,C0128,2026-04-05,2942013.84,0.55,0.35,0.1,0.499,0.401,0.1,5.1,76.4,-0.0441,-0.0024,6.3
PS2304,C0128,2026-05-05,3062821.58,0.55,0.35,0.1,0.625,0.275,0.1,7.5,68.6,-0.031,-0.0172,6.3
PS2305,C0129,2024-12-11,3428895.79,0.75,0.2,0.05,0.767,0.183,0.05,1.7,49.3,0.022,-0.0055,6.8
PS2306,C0129,2025-01-10,3375604.22,0.75,0.2,0.05,0.801,0.149,0.05,5.1,49.0,0.083,-0.0281,6.8
PS2307,C0129,2025-02-09,3508066.79,0.75,0.2,0.05,0.676,0.274,0.05,7.4,50.1,0.1061,0.0391,6.8
PS2308,C0129,2025-03-11,3582768.48,0.75,0.2,0.05,0.743,0.207,0.05,0.7,46.8,0.0921,-0.0052,6.8
PS2309,C0129,2025-04-10,3729435.19,0.75,0.2,0.05,0.766,0.184,0.05,1.6,59.0,0.1392,0.019,6.8
PS2310,C0129,2025-05-10,3995762.82,0.75,0.2,0.05,0.686,0.264,0.05,6.4,53.1,0.115,-0.0047,6.8
PS2311,C0129,2025-06-09,4147658.76,0.75,0.2,0.05,0.804,0.146,0.05,5.4,60.0,0.0791,-0.0449,6.8
PS2312,C0129,2025-07-09,4204395.46,0.75,0.2,0.05,0.715,0.235,0.05,3.5,66.6,-0.0229,0.0115,6.8
PS2313,C0129,2025-08-08,4194989.24,0.75,0.2,0.05,0.717,0.233,0.05,3.3,65.4,0.0534,0.016,6.8
PS2314,C0129,2025-09-07,4377938.63,0.75,0.2,0.05,0.842,0.108,0.05,9.2,67.5,0.0873,0.0445,6.8
PS2315,C0129,2025-10-07,4474785.25,0.75,0.2,0.05,0.765,0.185,0.05,1.5,65.2,0.1699,0.0642,6.8
PS2316,C0129,2025-11-06,4334977.78,0.75,0.2,0.05,0.645,0.305,0.05,10.5,66.9,0.0844,0.0241,6.8
PS2317,C0129,2025-12-06,4352447.48,0.75,0.2,0.05,0.708,0.242,0.05,4.2,65.9,0.1893,-0.0165,6.8
PS2318,C0129,2026-01-05,4611065.21,0.75,0.2,0.05,0.767,0.183,0.05,1.7,75.3,-0.0675,-0.0303,6.8
PS2319,C0129,2026-02-04,4842552.43,0.75,0.2,0.05,0.764,0.186,0.05,1.4,67.9,0.1138,0.0035,6.8
PS2320,C0129,2026-03-06,4916260.02,0.75,0.2,0.05,0.838,0.112,0.05,8.8,63.3,0.1213,-0.0044,6.8
PS2321,C0129,2026-04-05,5102058.61,0.75,0.2,0.05,0.738,0.212,0.05,1.2,78.8,0.2735,0.0114,6.8
PS2322,C0129,2026-05-05,4952073.7,0.75,0.2,0.05,0.666,0.284,0.05,8.4,65.9,0.1777,-0.0067,6.8
PS2323,C0130,2024-12-11,301233.38,0.55,0.35,0.1,0.634,0.266,0.1,8.4,53.8,0.0443,0.0239,3.1
PS2324,C0130,2025-01-10,308975.2,0.55,0.35,0.1,0.561,0.339,0.1,1.1,46.4,0.0795,0.0058,3.1
PS2325,C0130,2025-02-09,313401.05,0.55,0.35,0.1,0.559,0.341,0.1,0.9,54.3,0.0118,0.0356,3.1
PS2326,C0130,2025-03-11,304204.54,0.55,0.35,0.1,0.536,0.364,0.1,1.4,58.9,0.0833,0.012,3.1
PS2327,C0130,2025-04-10,311570.59,0.55,0.35,0.1,0.625,0.275,0.1,7.5,57.9,0.0899,-0.0069,3.1
PS2328,C0130,2025-05-10,320114.23,0.55,0.35,0.1,0.552,0.348,0.1,0.2,60.1,0.0062,0.0148,3.1
PS2329,C0130,2025-06-09,334431.37,0.55,0.35,0.1,0.623,0.277,0.1,7.3,62.0,0.0961,0.0133,3.1
PS2330,C0130,2025-07-09,349144.77,0.55,0.35,0.1,0.542,0.358,0.1,0.8,61.7,0.1336,0.0295,3.1
PS2331,C0130,2025-08-08,326988.06,0.55,0.35,0.1,0.541,0.359,0.1,0.9,53.3,0.0096,0.0113,3.1
PS2332,C0130,2025-09-07,300053.71,0.55,0.35,0.1,0.587,0.313,0.1,3.7,57.1,0.0768,0.0303,3.1
PS2333,C0130,2025-10-07,299773.96,0.55,0.35,0.1,0.588,0.312,0.1,3.8,63.6,-0.022,-0.0182,3.1
PS2334,C0130,2025-11-06,317440.85,0.55,0.35,0.1,0.628,0.272,0.1,7.8,70.4,0.0831,0.0281,3.1
PS2335,C0130,2025-12-06,317829.49,0.55,0.35,0.1,0.643,0.257,0.1,9.3,78.0,0.0909,-0.0006,3.1
PS2336,C0130,2026-01-05,323623.84,0.55,0.35,0.1,0.586,0.314,0.1,3.6,70.4,0.0106,0.0231,3.1
PS2337,C0130,2026-02-04,344761.12,0.55,0.35,0.1,0.431,0.469,0.1,11.9,63.0,0.1085,0.003,3.1
PS2338,C0130,2026-03-06,345817.63,0.55,0.35,0.1,0.533,0.367,0.1,1.7,75.7,0.0045,0.0773,3.1
PS2339,C0130,2026-04-05,346097.96,0.55,0.35,0.1,0.545,0.355,0.1,0.5,60.2,0.0427,-0.0146,3.1
PS2340,C0130,2026-05-05,341311.36,0.55,0.35,0.1,0.474,0.426,0.1,7.6,76.2,0.2827,-0.0242,3.1
PS2341,C0131,2024-12-11,954970.6,0.55,0.35,0.1,0.585,0.315,0.1,3.5,43.9,-0.1157,0.0938,3.3
PS2342,C0131,2025-01-10,959640.45,0.55,0.35,0.1,0.459,0.441,0.1,9.1,58.9,-0.0816,-0.0125,3.3
PS2343,C0131,2025-02-09,954285.73,0.55,0.35,0.1,0.594,0.306,0.1,4.4,59.0,0.2372,0.0384,3.3
PS2344,C0131,2025-03-11,985819.21,0.55,0.35,0.1,0.583,0.317,0.1,3.3,54.7,0.0296,0.0143,3.3
PS2345,C0131,2025-04-10,1009478.8,0.55,0.35,0.1,0.506,0.394,0.1,4.4,64.9,-0.0403,0.0201,3.3
PS2346,C0131,2025-05-10,1004004.35,0.55,0.35,0.1,0.54,0.36,0.1,1.0,60.4,0.1476,0.0113,3.3
PS2347,C0131,2025-06-09,1029021.11,0.55,0.35,0.1,0.475,0.425,0.1,7.5,64.7,0.0331,0.0263,3.3
PS2348,C0131,2025-07-09,956713.64,0.55,0.35,0.1,0.499,0.401,0.1,5.1,65.1,0.0631,0.0155,3.3
PS2349,C0131,2025-08-08,969033.5,0.55,0.35,0.1,0.531,0.369,0.1,1.9,56.1,0.178,0.0385,3.3
PS2350,C0131,2025-09-07,1001447.22,0.55,0.35,0.1,0.549,0.351,0.1,0.1,69.1,0.0429,-0.0328,3.3
PS2351,C0131,2025-10-07,1001591.5,0.55,0.35,0.1,0.589,0.311,0.1,3.9,62.1,0.1276,0.012,3.3
PS2352,C0131,2025-11-06,1011920.5,0.55,0.35,0.1,0.556,0.344,0.1,0.6,68.1,-0.0463,0.0129,3.3
PS2353,C0131,2025-12-06,1095031.64,0.55,0.35,0.1,0.515,0.385,0.1,3.5,61.4,0.0224,-0.0533,3.3
PS2354,C0131,2026-01-05,1029652.45,0.55,0.35,0.1,0.516,0.384,0.1,3.4,66.4,0.0971,-0.0044,3.3
PS2355,C0131,2026-02-04,1033692.6,0.55,0.35,0.1,0.502,0.398,0.1,4.8,72.2,0.0871,-0.0235,3.3
PS2356,C0131,2026-03-06,1100159.78,0.55,0.35,0.1,0.492,0.408,0.1,5.8,70.3,0.1904,0.0555,3.3
PS2357,C0131,2026-04-05,1160634.56,0.55,0.35,0.1,0.553,0.347,0.1,0.3,66.8,0.0164,0.0362,3.3
PS2358,C0131,2026-05-05,1183287.88,0.55,0.35,0.1,0.616,0.284,0.1,6.6,69.6,-0.0035,0.0458,3.3
PS2359,C0132,2024-12-11,213158.02,0.75,0.2,0.05,0.777,0.173,0.05,2.7,48.9,0.0768,-0.0165,7.1
PS2360,C0132,2025-01-10,223420.61,0.75,0.2,0.05,0.724,0.226,0.05,2.6,44.3,-0.0322,-0.0238,7.1
PS2361,C0132,2025-02-09,236489.4,0.75,0.2,0.05,0.767,0.183,0.05,1.7,53.8,-0.005,0.0168,7.1
PS2362,C0132,2025-03-11,234645.01,0.75,0.2,0.05,0.694,0.256,0.05,5.6,57.4,0.0115,-0.0307,7.1
PS2363,C0132,2025-04-10,231837.1,0.75,0.2,0.05,0.844,0.106,0.05,9.4,55.2,0.1088,0.0277,7.1
PS2364,C0132,2025-05-10,229664.34,0.75,0.2,0.05,0.768,0.182,0.05,1.8,55.4,0.0225,0.0026,7.1
PS2365,C0132,2025-06-09,228699.49,0.75,0.2,0.05,0.833,0.117,0.05,8.3,56.5,0.0986,-0.0301,7.1
PS2366,C0132,2025-07-09,224685.19,0.75,0.2,0.05,0.737,0.213,0.05,1.3,50.8,0.0555,-0.011,7.1
PS2367,C0132,2025-08-08,231178.38,0.75,0.2,0.05,0.61,0.34,0.05,14.0,58.9,0.054,-0.0236,7.1
PS2368,C0132,2025-09-07,228316.92,0.75,0.2,0.05,0.716,0.234,0.05,3.4,62.6,0.0835,-0.0369,7.1
PS2369,C0132,2025-10-07,215274.96,0.75,0.2,0.05,0.84,0.11,0.05,9.0,66.1,-0.0426,-0.0178,7.1
PS2370,C0132,2025-11-06,211202.27,0.75,0.2,0.05,0.707,0.243,0.05,4.3,72.3,0.043,0.0027,7.1
PS2371,C0132,2025-12-06,207356.86,0.75,0.2,0.05,0.768,0.182,0.05,1.8,71.7,-0.0514,-0.0021,7.1
PS2372,C0132,2026-01-05,206606.22,0.75,0.2,0.05,0.773,0.177,0.05,2.3,72.4,0.0149,0.01,7.1
PS2373,C0132,2026-02-04,216527.52,0.75,0.2,0.05,0.855,0.095,0.05,10.5,65.3,0.0557,-0.003,7.1
PS2374,C0132,2026-03-06,217344.2,0.75,0.2,0.05,0.715,0.235,0.05,3.5,70.3,0.1439,-0.01,7.1
PS2375,C0132,2026-04-05,221747.07,0.75,0.2,0.05,0.698,0.252,0.05,5.2,76.3,0.0776,-0.0038,7.1
PS2376,C0132,2026-05-05,216788.2,0.75,0.2,0.05,0.751,0.199,0.05,0.1,76.6,0.1008,-0.0023,7.1
PS2377,C0133,2024-12-11,4037001.03,0.55,0.35,0.1,0.526,0.374,0.1,2.4,48.9,0.1896,0.0131,4.4
PS2378,C0133,2025-01-10,4034748.43,0.55,0.35,0.1,0.589,0.311,0.1,3.9,49.8,-0.0119,0.0313,4.4
PS2379,C0133,2025-02-09,3865153.78,0.55,0.35,0.1,0.548,0.352,0.1,0.2,55.8,0.124,-0.0047,4.4
PS2380,C0133,2025-03-11,3912131.23,0.55,0.35,0.1,0.563,0.337,0.1,1.3,57.8,0.1696,0.0043,4.4
PS2381,C0133,2025-04-10,3868011.93,0.55,0.35,0.1,0.593,0.307,0.1,4.3,56.1,0.13,-0.0118,4.4
PS2382,C0133,2025-05-10,3975546.76,0.55,0.35,0.1,0.49,0.41,0.1,6.0,51.4,0.0005,0.0054,4.4
PS2383,C0133,2025-06-09,3900116.27,0.55,0.35,0.1,0.666,0.234,0.1,11.6,55.1,0.1717,0.0002,4.4
PS2384,C0133,2025-07-09,4002209.42,0.55,0.35,0.1,0.635,0.265,0.1,8.5,59.8,0.1005,0.022,4.4
PS2385,C0133,2025-08-08,4051497.05,0.55,0.35,0.1,0.5,0.4,0.1,5.0,60.6,-0.0923,-0.03,4.4
PS2386,C0133,2025-09-07,3939973.85,0.55,0.35,0.1,0.464,0.436,0.1,8.6,60.2,0.0022,0.0262,4.4
PS2387,C0133,2025-10-07,3922881.64,0.55,0.35,0.1,0.591,0.309,0.1,4.1,63.6,0.0881,0.0047,4.4
PS2388,C0133,2025-11-06,3945071.52,0.55,0.35,0.1,0.53,0.37,0.1,2.0,62.7,0.0443,0.0185,4.4
PS2389,C0133,2025-12-06,4269564.8,0.55,0.35,0.1,0.612,0.288,0.1,6.2,67.4,0.0757,-0.02,4.4
PS2390,C0133,2026-01-05,4685461.95,0.55,0.35,0.1,0.542,0.358,0.1,0.8,69.5,0.0655,0.0023,4.4
PS2391,C0133,2026-02-04,4640261.4,0.55,0.35,0.1,0.57,0.33,0.1,2.0,78.0,0.0252,-0.0122,4.4
PS2392,C0133,2026-03-06,4614533.4,0.55,0.35,0.1,0.61,0.29,0.1,6.0,66.9,-0.0247,0.0283,4.4
PS2393,C0133,2026-04-05,4403312.92,0.55,0.35,0.1,0.483,0.417,0.1,6.7,76.8,0.0356,0.0419,4.4
PS2394,C0133,2026-05-05,4327139.86,0.55,0.35,0.1,0.503,0.397,0.1,4.7,84.9,-0.0215,-0.0495,4.4
PS2395,C0134,2024-12-11,222905.39,0.75,0.2,0.05,0.684,0.266,0.05,6.6,45.9,0.0001,-0.0084,7.7
PS2396,C0134,2025-01-10,217717.95,0.75,0.2,0.05,0.656,0.294,0.05,9.4,43.2,-0.0125,-0.0095,7.7
PS2397,C0134,2025-02-09,224522.86,0.75,0.2,0.05,0.869,0.081,0.05,11.9,51.8,0.0043,0.0282,7.7
PS2398,C0134,2025-03-11,233905.36,0.75,0.2,0.05,0.85,0.1,0.05,10.0,51.1,0.112,-0.0386,7.7
PS2399,C0134,2025-04-10,247026.49,0.75,0.2,0.05,0.749,0.201,0.05,0.1,53.1,-0.0246,-0.0147,7.7
PS2400,C0134,2025-05-10,243369.06,0.75,0.2,0.05,0.774,0.176,0.05,2.4,64.0,0.1014,-0.0132,7.7
PS2401,C0134,2025-06-09,241449.96,0.75,0.2,0.05,0.688,0.262,0.05,6.2,71.9,-0.0109,0.0019,7.7
PS2402,C0134,2025-07-09,227861.36,0.75,0.2,0.05,0.674,0.276,0.05,7.6,58.7,0.1001,0.0027,7.7
PS2403,C0134,2025-08-08,237396.13,0.75,0.2,0.05,0.761,0.189,0.05,1.1,69.2,-0.124,-0.0159,7.7
PS2404,C0134,2025-09-07,240681.56,0.75,0.2,0.05,0.792,0.158,0.05,4.2,65.9,0.0572,-0.0273,7.7
PS2405,C0134,2025-10-07,239782.32,0.75,0.2,0.05,0.734,0.216,0.05,1.6,59.8,-0.0187,0.0199,7.7
PS2406,C0134,2025-11-06,253878.55,0.75,0.2,0.05,0.813,0.137,0.05,6.3,64.9,0.1354,-0.0107,7.7
PS2407,C0134,2025-12-06,256168.86,0.75,0.2,0.05,0.767,0.183,0.05,1.7,71.3,0.1918,0.0178,7.7
PS2408,C0134,2026-01-05,253305.73,0.75,0.2,0.05,0.763,0.187,0.05,1.3,57.1,0.0774,0.0088,7.7
PS2409,C0134,2026-02-04,252888.15,0.75,0.2,0.05,0.753,0.197,0.05,0.3,79.4,-0.0373,-0.0397,7.7
PS2410,C0134,2026-03-06,238515.74,0.75,0.2,0.05,0.823,0.127,0.05,7.3,65.3,0.04,-0.0079,7.7
PS2411,C0134,2026-04-05,223384.42,0.75,0.2,0.05,0.871,0.079,0.05,12.1,71.2,0.0649,0.0212,7.7
PS2412,C0134,2026-05-05,226223.49,0.75,0.2,0.05,0.803,0.147,0.05,5.3,80.1,0.071,0.0358,7.7
PS2413,C0135,2024-12-11,20656247.37,0.75,0.2,0.05,0.77,0.18,0.05,2.0,56.8,0.0252,0.038,4.4
PS2414,C0135,2025-01-10,20731455.18,0.75,0.2,0.05,0.756,0.194,0.05,0.6,45.9,-0.0588,-0.0044,4.4
PS2415,C0135,2025-02-09,20229348.0,0.75,0.2,0.05,0.712,0.238,0.05,3.8,48.9,0.1097,-0.0093,4.4
PS2416,C0135,2025-03-11,20264586.46,0.75,0.2,0.05,0.684,0.266,0.05,6.6,59.0,0.0992,0.0355,4.4
PS2417,C0135,2025-04-10,19317155.22,0.75,0.2,0.05,0.668,0.282,0.05,8.2,54.0,0.115,-0.0124,4.4
